product,feature_id,category,feature_dir,doc_name,has_task_example,has_operation_steps,has_operation_flow,doc_path
UNC,WSFD-010801,流控功能,WSFD-010801 系统过载控制功能/系统过载控制功能（适用于SMF）,激活系统过载控制功能（适用于SMF）_30285492,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-010801 系统过载控制功能\系统过载控制功能（适用于SMF）\激活系统过载控制功能（适用于SMF）_30285492.md
UNC,WSFD-010801,流控功能,WSFD-010801 系统过载控制功能/系统过载控制功能（适用于SPGW-C、GGSN）,激活系统过载控制功能（适用于SPGW-C、GGSN）_30755190,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-010801 系统过载控制功能\系统过载控制功能（适用于SPGW-C、GGSN）\激活系统过载控制功能（适用于SPGW-C、GGSN）_30755190.md
UNC,WSFD-010802,流控功能,WSFD-010802 周边网元过载保护/Gr接口HTR流控,激活Gr接口HTR流控功能_93914969,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-010802 周边网元过载保护\Gr接口HTR流控\激活Gr接口HTR流控功能_93914969.md
UNC,WSFD-010802,流控功能,WSFD-010802 周边网元过载保护/Gr接口固定速率流控功能,激活Gr接口固定速率流控功能_93914966,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-010802 周边网元过载保护\Gr接口固定速率流控功能\激活Gr接口固定速率流控功能_93914966.md
UNC,WSFD-010802,流控功能,WSFD-010802 周边网元过载保护/Gx_Gy_Ga_Gi接口流控功能,激活Gx_Gy_Ga_Gi接口流控功能_30753120,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-010802 周边网元过载保护\Gx_Gy_Ga_Gi接口流控功能\激活Gx_Gy_Ga_Gi接口流控功能_30753120.md
UNC,WSFD-010802,流控功能,WSFD-010802 周边网元过载保护/N2接口固定速率流控功能,激活N2接口固定速率流控功能_67616843,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-010802 周边网元过载保护\N2接口固定速率流控功能\激活N2接口固定速率流控功能_67616843.md
UNC,WSFD-010802,流控功能,WSFD-010802 周边网元过载保护/Nnrf接口流控功能,激活Nnrf接口流控功能_77768572,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-010802 周边网元过载保护\Nnrf接口流控功能\激活Nnrf接口流控功能_77768572.md
UNC,WSFD-010802,流控功能,WSFD-010802 周边网元过载保护/S6a_S6d接口固定速率流控功能,激活S6a_S6d接口固定速率流控功能_61609826,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-010802 周边网元过载保护\S6a_S6d接口固定速率流控功能\激活S6a_S6d接口固定速率流控功能_61609826.md
UNC,WSFD-010802,流控功能,WSFD-010802 周边网元过载保护/SMF支持DDN流控,激活SMF支持DDN流控功能_60589424,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-010802 周边网元过载保护\SMF支持DDN流控\激活SMF支持DDN流控功能_60589424.md
UNC,WSFD-010802,流控功能,WSFD-010802 周边网元过载保护/服务化接口流控功能,激活服务化接口流控_15150954,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-010802 周边网元过载保护\服务化接口流控功能\激活服务化接口流控_15150954.md
UNC,WSFD-010802,流控功能,WSFD-010802 周边网元过载保护/统一HTR流控功能,激活统一HTR流控功能_61610743,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-010802 周边网元过载保护\统一HTR流控功能\激活统一HTR流控功能_61610743.md
UNC,WSFD-010803,流控功能,WSFD-010803 下行数据通知信令抑制/WSFD-010803 下行数据通知信令抑制（适用于MME）,激活下行数据通知信令抑制功能（MME）_65074086,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-010803 下行数据通知信令抑制\WSFD-010803 下行数据通知信令抑制（适用于MME）\激活下行数据通知信令抑制功能（MME）_65074086.md
UNC,WSFD-010803,流控功能,WSFD-010803 下行数据通知信令抑制/WSFD-010803 下行数据通知信令抑制（适用于SGW-C）,激活下行数据通知信令抑制功能（SGW-C）_01420555,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-010803 下行数据通知信令抑制\WSFD-010803 下行数据通知信令抑制（适用于SGW-C）\激活下行数据通知信令抑制功能（SGW-C）_01420555.md
UNC,WSFD-010901,流控功能,WSFD-010901 基于TA List的寻呼自动流控/WSFD-010901 基于TA List的寻呼自动流控（适用于AMF）,激活基于TA List的寻呼自动流控（适用于AMF）_23057817,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-010901 基于TA List的寻呼自动流控\WSFD-010901 基于TA List的寻呼自动流控（适用于AMF）\激活基于TA List的寻呼自动流控（适用于AMF）_23057817.md
UNC,WSFD-010901,流控功能,WSFD-010901 基于TA List的寻呼自动流控/WSFD-010901 基于TA List的寻呼自动流控（适用于MME）,激活基于TA List的寻呼自动流控（适用于MME）_09058154,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-010901 基于TA List的寻呼自动流控\WSFD-010901 基于TA List的寻呼自动流控（适用于MME）\激活基于TA List的寻呼自动流控（适用于MME）_09058154.md
UNC,WSFD-206001,流控功能,WSFD-206001 精准寻呼/WSFD-206001 精准寻呼（4G）,激活精准寻呼（LTE）_88625065,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-206001 精准寻呼\WSFD-206001 精准寻呼（4G）\激活精准寻呼（LTE）_88625065.md
UNC,WSFD-206001,流控功能,WSFD-206001 精准寻呼/WSFD-206001 精准寻呼（5G）,激活精准寻呼（5G）_58600013,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\流控功能\WSFD-206001 精准寻呼\WSFD-206001 精准寻呼（5G）\激活精准寻呼（5G）_58600013.md
UNC,WSFD-011001,漫游管理功能,WSFD-011001 漫游控制,激活漫游控制特性(适用于AMF)_30951488,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\漫游管理功能\WSFD-011001 漫游控制\激活漫游控制特性(适用于AMF)_30951488.md
UNC,WSFD-011001,漫游管理功能,WSFD-011001 漫游控制,激活漫游控制特性(适用于SGSN_MME)_62950136,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\漫游管理功能\WSFD-011001 漫游控制\激活漫游控制特性(适用于SGSN_MME)_62950136.md
UNC,WSFD-011310,漫游管理功能,WSFD-011310 PLMN标识获取,激活PLMN标识获取_66289935,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\漫游管理功能\WSFD-011310 PLMN标识获取\激活PLMN标识获取_66289935.md
UNC,WSFD-104512,漫游管理功能,WSFD-104512 跨区域移动性管理,激活跨区域移动性管理_51453007,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\漫游管理功能\WSFD-104512 跨区域移动性管理\激活跨区域移动性管理_51453007.md
UNC,WSFD-105006,漫游管理功能,WSFD-105006 服务区域限制,激活服务区域限制特性_76900359,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\漫游管理功能\WSFD-105006 服务区域限制\激活服务区域限制特性_76900359.md
UNC,WSFD-205012,漫游管理功能,WSFD-205012 跨域互联互通,激活跨域互联互通_50091712,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\漫游管理功能\WSFD-205012 跨域互联互通\激活跨域互联互通_50091712.md
UNC,WSFD-205107,漫游管理功能,WSFD-205107 GGSN_P-GW信令代理,去激活GGSN_P-GW信令代理_83748155,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\漫游管理功能\WSFD-205107 GGSN_P-GW信令代理\去激活GGSN_P-GW信令代理_83748155.md
UNC,WSFD-205107,漫游管理功能,WSFD-205107 GGSN_P-GW信令代理,激活GGSN_P-GW信令代理_38987364,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\漫游管理功能\WSFD-205107 GGSN_P-GW信令代理\激活GGSN_P-GW信令代理_38987364.md
UNC,WSFD-105003,漫游管理功能,WSFD-105003 区域漫游限制/WSFD-105003 区域漫游限制（适用于AMF）,激活区域漫游限制特性（适用于AMF）_48669743,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\漫游管理功能\WSFD-105003 区域漫游限制\WSFD-105003 区域漫游限制（适用于AMF）\激活区域漫游限制特性（适用于AMF）_48669743.md
UNC,WSFD-105003,漫游管理功能,WSFD-105003 区域漫游限制/WSFD-105003 区域漫游限制（适用于AMF）,调测区域漫游限制特性（适用于AMF）_48669744,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\漫游管理功能\WSFD-105003 区域漫游限制\WSFD-105003 区域漫游限制（适用于AMF）\调测区域漫游限制特性（适用于AMF）_48669744.md
UNC,WSFD-105003,漫游管理功能,WSFD-105003 区域漫游限制/WSFD-105003 区域漫游限制（适用于SGSN_MME）,激活区域漫游限制特性（适用于SGSN_MME）_68262110,True,True,True,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\漫游管理功能\WSFD-105003 区域漫游限制\WSFD-105003 区域漫游限制（适用于SGSN_MME）\激活区域漫游限制特性（适用于SGSN_MME）_68262110.md
UNC,WSFD-104408,短消息功能,2_3_4_5G短消息/WSFD-104408 通过SGs接口实现短消息,激活通过SGs接口实现短消息_66313828,True,True,True,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\短消息功能\2_3_4_5G短消息\WSFD-104408 通过SGs接口实现短消息\激活通过SGs接口实现短消息_66313828.md
UNC,WSFD-106201,短消息功能,2_3_4_5G短消息/WSFD-106201 小区广播服务,激活小区广播服务_68358221,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\短消息功能\2_3_4_5G短消息\WSFD-106201 小区广播服务\激活小区广播服务_68358221.md
UNC,WSFD-106202,短消息功能,2_3_4_5G短消息/WSFD-106202 SMS over GPRS_EDGE_WCDMA,激活SMS over GPRS_EDGE_WCDMA_84683740,True,True,True,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\短消息功能\2_3_4_5G短消息\WSFD-106202 SMS over GPRS_EDGE_WCDMA\激活SMS over GPRS_EDGE_WCDMA_84683740.md
UNC,WSFD-110214,短消息功能,2_3_4_5G短消息/WSFD-110214 PWS故障快速恢复,激活PWS故障快速恢复（适用于AMF）_58070565,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\短消息功能\2_3_4_5G短消息\WSFD-110214 PWS故障快速恢复\激活PWS故障快速恢复（适用于AMF）_58070565.md
UNC,WSFD-110214,短消息功能,2_3_4_5G短消息/WSFD-110214 PWS故障快速恢复,激活PWS故障快速恢复（适用于MME）_98402644,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\短消息功能\2_3_4_5G短消息\WSFD-110214 PWS故障快速恢复\激活PWS故障快速恢复（适用于MME）_98402644.md
UNC,WSFD-130001,短消息功能,5G短消息/WSFD-130001 短消息业务,激活短消息业务_41956073,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\短消息功能\5G短消息\WSFD-130001 短消息业务\激活短消息业务_41956073.md
UNC,WSFD-011305,组网功能,WSFD-011305 Radius鉴权接入,激活Radius鉴权接入_50176279,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-011305 Radius鉴权接入\激活Radius鉴权接入_50176279.md
UNC,WSFD-011307,组网功能,WSFD-011307 支持Radius抄送功能,激活支持RADIUS抄送功能_33769357,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-011307 支持Radius抄送功能\激活支持RADIUS抄送功能_33769357.md
UNC,WSFD-011308,组网功能,WSFD-011308 AAA负荷分担,激活AAA负荷分担_14758812,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-011308 AAA负荷分担\激活AAA负荷分担_14758812.md
UNC,WSFD-104004,组网功能,WSFD-104004 IPv6前缀代理,激活IPv6前缀代理_76459527,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-104004 IPv6前缀代理\激活IPv6前缀代理_76459527.md
UNC,WSFD-104401,组网功能,WSFD-104401 支持多HPLMN功能,激活支持多HPLMN功能（适用于AMF）_70150790,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-104401 支持多HPLMN功能\激活支持多HPLMN功能（适用于AMF）_70150790.md
UNC,WSFD-104401,组网功能,WSFD-104401 支持多HPLMN功能,激活支持多HPLMN功能（适用于GGSN_SGW-C_PGW-C_SMF）_70150792,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-104401 支持多HPLMN功能\激活支持多HPLMN功能（适用于GGSN_SGW-C_PGW-C_SMF）_70150792.md
UNC,WSFD-104401,组网功能,WSFD-104401 支持多HPLMN功能,激活支持多HPLMN功能（适用于SGSN_MME）_70150791,True,True,True,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-104401 支持多HPLMN功能\激活支持多HPLMN功能（适用于SGSN_MME）_70150791.md
UNC,WSFD-104405,组网功能,WSFD-104405 基于SGs和Sv接口的默认MSC选择,激活基于SGs和Sv接口的默认MSC选择_66313824,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-104405 基于SGs和Sv接口的默认MSC选择\激活基于SGs和Sv接口的默认MSC选择_66313824.md
UNC,WSFD-104409,组网功能,WSFD-104409 多信令点功能,激活多信令点功能特性_85510498,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-104409 多信令点功能\激活多信令点功能特性_85510498.md
UNC,WSFD-104410,组网功能,WSFD-104410 L2TP VPN,激活L2TP VPN_46559215,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-104410 L2TP VPN\激活L2TP VPN_46559215.md
UNC,WSFD-104417,组网功能,WSFD-104417 eNB IP冲突检测,激活eNB IP冲突检测_54258849,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-104417 eNB IP冲突检测\激活eNB IP冲突检测_54258849.md
UNC,WSFD-104506,组网功能,WSFD-104506 支持Direct Tunnel功能,激活支持Direct Tunnel功能_26375780,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-104506 支持Direct Tunnel功能\激活支持Direct Tunnel功能_26375780.md
UNC,WSFD-104509,组网功能,WSFD-104509 SGSN的黑白名单,激活SGSN的黑白名单_76495251,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-104509 SGSN的黑白名单\激活SGSN的黑白名单_76495251.md
UNC,WSFD-205101,组网功能,WSFD-205101 支持Routing Behind MS,激活支持Routing Behind MS_76358998,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-205101 支持Routing Behind MS\激活支持Routing Behind MS_76358998.md
UNC,,组网功能,支持NBNS（NetBIOS Name Server）,配置NBNS_85082410,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\支持NBNS（NetBIOS Name Server）\配置NBNS_85082410.md
UNC,WSFD-011306,组网功能,WSFD-011306 Radius功能/激活RADIUS功能,配置RADIUS功能_32909765,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-011306 Radius功能\激活RADIUS功能\配置RADIUS功能_32909765.md
UNC,WSFD-011306,组网功能,WSFD-011306 Radius功能/激活RADIUS功能,配置业务触发RADIUS功能_33000859,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-011306 Radius功能\激活RADIUS功能\配置业务触发RADIUS功能_33000859.md
UNC,WSFD-011306,组网功能,WSFD-011306 Radius功能/激活RADIUS功能,配置到AAA Server的数据（单平面+静态路由+BFD组网）_32044985,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-011306 Radius功能\激活RADIUS功能\配置到AAA Server的数据（单平面+静态路由+BFD组网）_32044985.md
UNC,WSFD-011306,组网功能,WSFD-011306 Radius功能/激活RADIUS功能,配置到AAA Server的数据（双平面+OSPF动态路由+BFD组网 ）_31879931,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-011306 Radius功能\激活RADIUS功能\配置到AAA Server的数据（双平面+OSPF动态路由+BFD组网 ）_31879931.md
UNC,WSFD-011306,组网功能,WSFD-011306 Radius功能/激活RADIUS功能,配置到AAA Server的数据（带内组网GRE VPN）_32723577,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-011306 Radius功能\激活RADIUS功能\配置到AAA Server的数据（带内组网GRE VPN）_32723577.md
UNC,WSFD-011306,组网功能,WSFD-011306 Radius功能/激活RADIUS功能,配置到AAA Server的数据（带外组网GRE VPN）_32050904,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-011306 Radius功能\激活RADIUS功能\配置到AAA Server的数据（带外组网GRE VPN）_32050904.md
UNC,WSFD-104402,组网功能,WSFD-104402 eNodeB SON信息传送功能/激活信息传送功能,激活 EN-DC SON信息传送功能_64014514,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-104402 eNodeB SON信息传送功能\激活信息传送功能\激活 EN-DC SON信息传送功能_64014514.md
UNC,WSFD-104508,组网功能,WSFD-104508 SCTP/激活SCTP,配置Gx over SCTP功能_30442391,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-104508 SCTP\激活SCTP\配置Gx over SCTP功能_30442391.md
UNC,WSFD-104508,组网功能,WSFD-104508 SCTP/激活SCTP,配置Gy over SCTP功能_30602207,True,True,False,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\组网功能\WSFD-104508 SCTP\激活SCTP\配置Gy over SCTP功能_30602207.md
UNC,WSFD-205001,网关选择功能,WSFD-205001 网关路由选择功能,激活网关路由选择功能特性_63535124,True,True,True,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\网关选择功能\WSFD-205001 网关路由选择功能\激活网关路由选择功能特性_63535124.md
UNC,WSFD-205002,网关选择功能,WSFD-205002 基于计费属性选择网关,激活基于计费属性选择网关_91473807,True,True,True,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\网关选择功能\WSFD-205002 基于计费属性选择网关\激活基于计费属性选择网关_91473807.md
UNC,WSFD-205003,网关选择功能,WSFD-205003 基于位置区域选择网关,激活基于位置区域选择网关特性_63535130,True,True,True,output\UNC 20.15.2 产品文档(裸机容器) 05\网络部署\特性部署\UNC特性指南\网关选择功能\WSFD-205003 基于位置区域选择网关\激活基于位置区域选择网关特性_63535130.md
